,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1797458,2008,12,18,4,1958.0,1845,2307.0,2146,4771,129.0,121.0,94.0,81.0,73.0,SEA,SLC,689,8.0,27.0,0.0,5.0,8.0,0.0,68.0
1797661,2008,12,29,1,1034.0,1014,1332.0,1310,4799,118.0,116.0,90.0,22.0,20.0,SEA,SLC,689,4.0,24.0,0.0,0.0,2.0,0.0,20.0
1797662,2008,12,30,2,1032.0,1014,1334.0,1310,4799,122.0,116.0,82.0,24.0,18.0,SEA,SLC,689,3.0,37.0,0.0,0.0,6.0,0.0,18.0
1797663,2008,12,23,2,1111.0,1014,1421.0,1310,4799,130.0,116.0,86.0,71.0,57.0,SEA,SLC,689,8.0,36.0,15.0,0.0,14.0,0.0,42.0
1797664,2008,12,24,3,1100.0,1014,1355.0,1310,4799,115.0,116.0,85.0,45.0,46.0,SEA,SLC,689,8.0,22.0,19.0,0.0,0.0,0.0,26.0
1797665,2008,12,20,6,1100.0,1014,1336.0,1310,4799,96.0,116.0,77.0,26.0,46.0,SEA,SLC,689,5.0,14.0,0.0,0.0,0.0,0.0,26.0
1797666,2008,12,19,5,1052.0,1014,1355.0,1310,4799,123.0,116.0,94.0,45.0,38.0,SEA,SLC,689,13.0,16.0,0.0,0.0,7.0,0.0,38.0
1797667,2008,12,22,1,1042.0,1014,1401.0,1310,4799,139.0,116.0,90.0,51.0,28.0,SEA,SLC,689,7.0,42.0,5.0,0.0,23.0,0.0,23.0
1797668,2008,12,21,7,1613.0,1014,2018.0,1310,4799,185.0,116.0,95.0,428.0,359.0,SEA,SLC,689,6.0,84.0,0.0,247.0,69.0,0.0,112.0
1797669,2008,12,7,7,1037.0,1005,1321.0,1300,4799,104.0,115.0,90.0,21.0,32.0,SEA,SLC,689,4.0,10.0,0.0,0.0,0.0,0.0,21.0
1797671,2008,12,16,2,1053.0,1014,1356.0,1315,4799,123.0,121.0,104.0,41.0,39.0,SEA,SLC,689,5.0,14.0,0.0,0.0,2.0,0.0,39.0
1797672,2008,12,18,4,1037.0,1014,1411.0,1310,4799,154.0,116.0,93.0,61.0,23.0,SEA,SLC,689,16.0,45.0,2.0,0.0,38.0,0.0,21.0
1797673,2008,12,17,3,1023.0,1014,1331.0,1315,4799,128.0,121.0,90.0,16.0,9.0,SEA,SLC,689,5.0,33.0,0.0,0.0,7.0,0.0,9.0
1797675,2008,12,9,2,1029.0,1005,1330.0,1300,4799,121.0,115.0,89.0,30.0,24.0,SEA,SLC,689,4.0,28.0,4.0,0.0,6.0,0.0,20.0
1797676,2008,12,5,5,1026.0,1005,1315.0,1300,4799,109.0,115.0,84.0,15.0,21.0,SEA,SLC,689,3.0,22.0,0.0,0.0,0.0,0.0,15.0
1797680,2008,12,26,5,1038.0,1014,1335.0,1310,4799,117.0,116.0,97.0,25.0,24.0,SEA,SLC,689,6.0,14.0,0.0,0.0,1.0,0.0,24.0
1797708,2008,12,16,2,1353.0,1117,1643.0,1418,4801,110.0,121.0,91.0,145.0,156.0,SEA,SLC,689,7.0,12.0,0.0,0.0,0.0,0.0,145.0
1797711,2008,12,7,7,1148.0,1122,1437.0,1417,4801,109.0,115.0,86.0,20.0,26.0,SEA,SLC,689,6.0,17.0,0.0,0.0,0.0,0.0,20.0
1797712,2008,12,8,1,1229.0,1122,1519.0,1417,4801,110.0,115.0,88.0,62.0,67.0,SEA,SLC,689,7.0,15.0,6.0,0.0,0.0,0.0,56.0
1797713,2008,12,14,7,1204.0,1125,1458.0,1421,4801,114.0,116.0,87.0,37.0,39.0,SEA,SLC,689,5.0,22.0,11.0,0.0,0.0,0.0,26.0
1797715,2008,12,2,2,1144.0,1122,1437.0,1417,4801,113.0,115.0,83.0,20.0,22.0,SEA,SLC,689,6.0,24.0,2.0,0.0,0.0,0.0,18.0
1797716,2008,12,12,5,1141.0,1122,1436.0,1417,4801,115.0,115.0,83.0,19.0,19.0,SEA,SLC,689,4.0,28.0,0.0,0.0,0.0,0.0,19.0
1797722,2008,12,8,1,1618.0,1540,1918.0,1835,4803,120.0,115.0,100.0,43.0,38.0,SEA,SLC,689,7.0,13.0,0.0,0.0,5.0,0.0,38.0
1797723,2008,12,15,1,1707.0,1545,2010.0,1844,4803,123.0,119.0,95.0,86.0,82.0,SEA,SLC,689,18.0,10.0,4.0,0.0,4.0,0.0,78.0
1797730,2008,12,14,7,1845.0,1710,2142.0,2008,4805,117.0,118.0,89.0,94.0,95.0,SEA,SLC,689,4.0,24.0,2.0,0.0,0.0,0.0,92.0
1800819,2008,12,24,3,1139.0,851,1237.0,943,5729,58.0,52.0,41.0,174.0,168.0,SEA,PDX,129,3.0,14.0,0.0,0.0,22.0,0.0,152.0
1800820,2008,12,18,4,1025.0,851,1118.0,943,5729,53.0,52.0,37.0,95.0,94.0,SEA,PDX,129,4.0,12.0,0.0,87.0,1.0,0.0,7.0
1800822,2008,12,26,5,938.0,851,1019.0,943,5729,41.0,52.0,30.0,36.0,47.0,SEA,PDX,129,2.0,9.0,0.0,0.0,0.0,0.0,36.0
1800823,2008,12,25,4,916.0,851,1004.0,943,5729,48.0,52.0,33.0,21.0,25.0,SEA,PDX,129,3.0,12.0,0.0,0.0,0.0,0.0,21.0
1800824,2008,12,23,2,929.0,851,1029.0,943,5729,60.0,52.0,34.0,46.0,38.0,SEA,PDX,129,8.0,18.0,7.0,0.0,8.0,0.0,31.0
1800848,2008,12,2,2,1205.0,1145,1310.0,1255,5731,65.0,70.0,48.0,15.0,20.0,SEA,GEG,224,2.0,15.0,1.0,0.0,0.0,0.0,14.0
1800849,2008,12,29,1,1237.0,1214,1341.0,1317,5731,64.0,63.0,49.0,24.0,23.0,SEA,GEG,224,7.0,8.0,23.0,0.0,1.0,0.0,0.0
1800854,2008,12,24,3,1240.0,1214,1340.0,1317,5731,60.0,63.0,42.0,23.0,26.0,SEA,GEG,224,6.0,12.0,0.0,0.0,0.0,0.0,23.0
1800855,2008,12,23,2,1222.0,1214,1333.0,1317,5731,71.0,63.0,49.0,16.0,8.0,SEA,GEG,224,4.0,18.0,0.0,0.0,8.0,0.0,8.0
1800856,2008,12,14,7,1253.0,1145,1402.0,1255,5731,69.0,70.0,49.0,67.0,68.0,SEA,GEG,224,2.0,18.0,54.0,0.0,0.0,0.0,13.0
1800868,2008,12,14,7,1543.0,1519,1645.0,1621,5732,62.0,62.0,47.0,24.0,24.0,SEA,GEG,224,1.0,14.0,16.0,0.0,0.0,0.0,8.0
1800870,2008,12,12,5,1531.0,1519,1637.0,1621,5732,66.0,62.0,50.0,16.0,12.0,SEA,GEG,224,1.0,15.0,0.0,0.0,4.0,0.0,12.0
1800871,2008,12,22,1,1629.0,1526,1734.0,1630,5732,65.0,64.0,49.0,64.0,63.0,SEA,GEG,224,4.0,12.0,0.0,0.0,1.0,0.0,63.0
1800873,2008,12,25,4,1546.0,1526,1656.0,1630,5732,70.0,64.0,54.0,26.0,20.0,SEA,GEG,224,4.0,12.0,14.0,0.0,6.0,0.0,6.0
1800874,2008,12,29,1,1613.0,1526,1706.0,1630,5732,53.0,64.0,41.0,36.0,47.0,SEA,GEG,224,4.0,8.0,0.0,0.0,0.0,0.0,36.0
1800875,2008,12,23,2,1552.0,1526,1650.0,1630,5732,58.0,64.0,45.0,20.0,26.0,SEA,GEG,224,4.0,9.0,4.0,0.0,0.0,0.0,16.0
1800876,2008,12,24,3,1611.0,1526,1715.0,1630,5732,64.0,64.0,48.0,45.0,45.0,SEA,GEG,224,7.0,9.0,0.0,0.0,0.0,0.0,45.0
1800911,2008,12,19,5,2233.0,2210,2335.0,2313,5735,62.0,63.0,46.0,22.0,23.0,SEA,GEG,224,5.0,11.0,0.0,0.0,0.0,0.0,22.0
1800912,2008,12,22,1,2254.0,2210,19.0,2313,5735,85.0,63.0,72.0,66.0,44.0,SEA,GEG,224,3.0,10.0,12.0,0.0,22.0,0.0,32.0
1800913,2008,12,12,5,2229.0,2215,2332.0,2317,5735,63.0,62.0,52.0,15.0,14.0,SEA,GEG,224,3.0,8.0,13.0,0.0,1.0,0.0,1.0
1801160,2008,12,28,7,1515.0,1455,1607.0,1544,5755,52.0,49.0,34.0,23.0,20.0,SEA,PDX,129,3.0,15.0,0.0,0.0,3.0,0.0,20.0
1801161,2008,12,25,4,1536.0,1455,1618.0,1544,5755,42.0,49.0,29.0,34.0,41.0,SEA,PDX,129,4.0,9.0,3.0,0.0,0.0,0.0,31.0
1801162,2008,12,26,5,1531.0,1455,1619.0,1544,5755,48.0,49.0,36.0,35.0,36.0,SEA,PDX,129,4.0,8.0,7.0,0.0,0.0,0.0,28.0
1801163,2008,12,29,1,1513.0,1455,1609.0,1544,5755,56.0,49.0,39.0,25.0,18.0,SEA,PDX,129,3.0,14.0,0.0,0.0,7.0,0.0,18.0
1801164,2008,12,18,4,1700.0,1455,1804.0,1544,5755,64.0,49.0,37.0,140.0,125.0,SEA,PDX,129,3.0,24.0,0.0,0.0,32.0,0.0,108.0
1801165,2008,12,23,2,1549.0,1455,1636.0,1544,5755,47.0,49.0,34.0,52.0,54.0,SEA,PDX,129,4.0,9.0,0.0,0.0,0.0,0.0,52.0
1801166,2008,12,24,3,1511.0,1455,1559.0,1544,5755,48.0,49.0,32.0,15.0,16.0,SEA,PDX,129,4.0,12.0,0.0,0.0,0.0,0.0,15.0
1801167,2008,12,20,6,1517.0,1455,1628.0,1544,5755,71.0,49.0,37.0,44.0,22.0,SEA,PDX,129,5.0,29.0,0.0,0.0,22.0,0.0,22.0
1801210,2008,12,26,5,1722.0,1657,1829.0,1747,5757,67.0,50.0,39.0,42.0,25.0,SEA,PDX,129,5.0,23.0,15.0,0.0,17.0,0.0,10.0
1801211,2008,12,30,2,1735.0,1657,1825.0,1747,5757,50.0,50.0,35.0,38.0,38.0,SEA,PDX,129,2.0,13.0,1.0,0.0,0.0,0.0,37.0
1801212,2008,12,23,2,1736.0,1657,1823.0,1747,5757,47.0,50.0,32.0,36.0,39.0,SEA,PDX,129,6.0,9.0,11.0,0.0,0.0,0.0,25.0
1801213,2008,12,24,3,1739.0,1657,1826.0,1747,5757,47.0,50.0,34.0,39.0,42.0,SEA,PDX,129,5.0,8.0,0.0,0.0,0.0,0.0,39.0
1801214,2008,12,22,1,1853.0,1657,2012.0,1747,5757,79.0,50.0,39.0,145.0,116.0,SEA,PDX,129,18.0,22.0,40.0,0.0,29.0,0.0,76.0
1801215,2008,12,18,4,1742.0,1657,1841.0,1747,5757,59.0,50.0,35.0,54.0,45.0,SEA,PDX,129,2.0,22.0,10.0,0.0,9.0,0.0,35.0
1801218,2008,12,22,1,2009.0,1840,2119.0,1930,5758,70.0,50.0,33.0,109.0,89.0,SEA,PDX,129,14.0,23.0,25.0,0.0,20.0,0.0,64.0
1801219,2008,12,18,4,1922.0,1840,2032.0,1930,5758,70.0,50.0,39.0,62.0,42.0,SEA,PDX,129,2.0,29.0,0.0,0.0,20.0,0.0,42.0
1801235,2008,12,1,1,1500.0,1450,1606.0,1539,5760,66.0,49.0,39.0,27.0,10.0,SEA,PDX,129,3.0,24.0,0.0,0.0,17.0,0.0,10.0
1801236,2008,12,12,5,1520.0,1450,1607.0,1539,5760,47.0,49.0,34.0,28.0,30.0,SEA,PDX,129,2.0,11.0,0.0,0.0,0.0,0.0,28.0
1801237,2008,12,14,7,1604.0,1450,1653.0,1539,5760,49.0,49.0,35.0,74.0,74.0,SEA,PDX,129,4.0,10.0,20.0,0.0,0.0,0.0,54.0
1801399,2008,12,26,5,2017.0,1923,2103.0,2013,5771,46.0,50.0,35.0,50.0,54.0,SEA,PDX,129,4.0,7.0,0.0,0.0,0.0,0.0,50.0
1801400,2008,12,1,1,1952.0,1928,2047.0,2015,5771,55.0,47.0,42.0,32.0,24.0,SEA,PDX,129,3.0,10.0,0.0,0.0,8.0,0.0,24.0
1801402,2008,12,2,2,2028.0,1928,2111.0,2015,5771,43.0,47.0,30.0,56.0,60.0,SEA,PDX,129,4.0,9.0,0.0,0.0,0.0,0.0,56.0
1801403,2008,12,14,7,2013.0,1937,2103.0,2024,5771,50.0,47.0,35.0,39.0,36.0,SEA,PDX,129,3.0,12.0,12.0,0.0,3.0,0.0,24.0
1801404,2008,12,12,5,1959.0,1928,2050.0,2015,5771,51.0,47.0,32.0,35.0,31.0,SEA,PDX,129,1.0,18.0,6.0,0.0,4.0,0.0,25.0
1801405,2008,12,18,4,2034.0,1923,2140.0,2013,5771,66.0,50.0,38.0,87.0,71.0,SEA,PDX,129,2.0,26.0,11.0,0.0,16.0,0.0,60.0
1801406,2008,12,17,3,2026.0,1928,2136.0,2015,5771,70.0,47.0,40.0,81.0,58.0,SEA,PDX,129,3.0,27.0,0.0,0.0,23.0,0.0,58.0
1801407,2008,12,15,1,2038.0,1928,2122.0,2015,5771,44.0,47.0,33.0,67.0,70.0,SEA,PDX,129,1.0,10.0,0.0,0.0,0.0,0.0,67.0
1801408,2008,12,16,2,2109.0,1928,2153.0,2015,5771,44.0,47.0,28.0,98.0,101.0,SEA,PDX,129,4.0,12.0,0.0,0.0,0.0,0.0,98.0
1801410,2008,12,30,2,1950.0,1923,2036.0,2013,5771,46.0,50.0,36.0,23.0,27.0,SEA,PDX,129,2.0,8.0,0.0,0.0,0.0,0.0,23.0
1801411,2008,12,23,2,2006.0,1923,2104.0,2013,5771,58.0,50.0,31.0,51.0,43.0,SEA,PDX,129,4.0,23.0,0.0,0.0,8.0,0.0,43.0
1801412,2008,12,19,5,1936.0,1923,2028.0,2013,5771,52.0,50.0,39.0,15.0,13.0,SEA,PDX,129,3.0,10.0,11.0,0.0,2.0,0.0,2.0
1801564,2008,12,9,2,909.0,900,1006.0,948,5784,57.0,48.0,34.0,18.0,9.0,SEA,PDX,129,4.0,19.0,0.0,0.0,9.0,0.0,9.0
1801565,2008,12,15,1,929.0,900,1017.0,948,5784,48.0,48.0,37.0,29.0,29.0,SEA,PDX,129,3.0,8.0,7.0,0.0,0.0,0.0,22.0
1801718,2008,12,2,2,1818.0,1703,1902.0,1752,5794,44.0,49.0,29.0,70.0,75.0,SEA,PDX,129,4.0,11.0,0.0,0.0,0.0,0.0,70.0
1801719,2008,12,3,3,1756.0,1703,1836.0,1752,5794,40.0,49.0,29.0,44.0,53.0,SEA,PDX,129,3.0,8.0,0.0,0.0,0.0,0.0,44.0
1801720,2008,12,17,3,1740.0,1703,1845.0,1752,5794,65.0,49.0,40.0,53.0,37.0,SEA,PDX,129,6.0,19.0,16.0,0.0,16.0,0.0,21.0
1801721,2008,12,16,2,1850.0,1703,1936.0,1752,5794,46.0,49.0,31.0,104.0,107.0,SEA,PDX,129,3.0,12.0,7.0,0.0,0.0,0.0,97.0
1801722,2008,12,15,1,1822.0,1703,1908.0,1752,5794,46.0,49.0,33.0,76.0,79.0,SEA,PDX,129,2.0,11.0,8.0,0.0,0.0,0.0,68.0
1801723,2008,12,26,5,1150.0,1110,1238.0,1200,5795,48.0,50.0,32.0,38.0,40.0,SEA,PDX,129,4.0,12.0,38.0,0.0,0.0,0.0,0.0
1801724,2008,12,25,4,1351.0,1110,1447.0,1200,5795,56.0,50.0,35.0,167.0,161.0,SEA,PDX,129,4.0,17.0,0.0,0.0,6.0,0.0,161.0
1801725,2008,12,27,6,1129.0,1110,1230.0,1200,5795,61.0,50.0,38.0,30.0,19.0,SEA,PDX,129,3.0,20.0,0.0,0.0,11.0,0.0,19.0
1801726,2008,12,22,1,1405.0,1110,1519.0,1200,5795,74.0,50.0,41.0,199.0,175.0,SEA,PDX,129,17.0,16.0,0.0,0.0,137.0,0.0,62.0
1801727,2008,12,19,5,1203.0,1110,1251.0,1200,5795,48.0,50.0,35.0,51.0,53.0,SEA,PDX,129,1.0,12.0,17.0,0.0,0.0,0.0,34.0
1801728,2008,12,20,6,1138.0,1110,1230.0,1200,5795,52.0,50.0,38.0,30.0,28.0,SEA,PDX,129,4.0,10.0,0.0,0.0,2.0,0.0,28.0
1801729,2008,12,29,1,1120.0,1110,1218.0,1200,5795,58.0,50.0,40.0,18.0,10.0,SEA,PDX,129,4.0,14.0,0.0,0.0,8.0,0.0,10.0
1801730,2008,12,17,3,1240.0,1120,1332.0,1209,5795,52.0,49.0,34.0,83.0,80.0,SEA,PDX,129,3.0,15.0,0.0,0.0,3.0,0.0,80.0
1801731,2008,12,18,4,1509.0,1110,1556.0,1200,5795,47.0,50.0,37.0,236.0,239.0,SEA,PDX,129,3.0,7.0,0.0,0.0,0.0,0.0,236.0
1801732,2008,12,24,3,1147.0,1110,1243.0,1200,5795,56.0,50.0,39.0,43.0,37.0,SEA,PDX,129,4.0,13.0,0.0,0.0,6.0,0.0,37.0
1804008,2008,12,12,5,1132.0,1104,1402.0,1341,6003,150.0,157.0,121.0,21.0,28.0,SEA,LAX,954,5.0,24.0,0.0,0.0,0.0,0.0,21.0
1804011,2008,12,2,2,1208.0,1104,1442.0,1341,6003,154.0,157.0,127.0,61.0,64.0,SEA,LAX,954,7.0,20.0,0.0,0.0,0.0,0.0,61.0
1804012,2008,12,8,1,1158.0,1104,1412.0,1341,6003,134.0,157.0,108.0,31.0,54.0,SEA,LAX,954,5.0,21.0,0.0,0.0,0.0,0.0,31.0
1804013,2008,12,16,2,1127.0,1104,1356.0,1341,6003,149.0,157.0,125.0,15.0,23.0,SEA,LAX,954,11.0,13.0,0.0,0.0,0.0,0.0,15.0
1804066,2008,12,22,1,1947.0,1859,2221.0,2140,6008,154.0,161.0,119.0,41.0,48.0,SEA,LAX,954,7.0,28.0,0.0,1.0,0.0,0.0,40.0
1804068,2008,12,18,4,1951.0,1859,2236.0,2140,6008,165.0,161.0,126.0,56.0,52.0,SEA,LAX,954,7.0,32.0,21.0,0.0,4.0,0.0,31.0
1804069,2008,12,23,2,1940.0,1859,2202.0,2140,6008,142.0,161.0,118.0,22.0,41.0,SEA,LAX,954,7.0,17.0,0.0,0.0,0.0,0.0,22.0
1804072,2008,12,25,4,2000.0,1859,2212.0,2140,6008,132.0,161.0,112.0,32.0,61.0,SEA,LAX,954,8.0,12.0,0.0,0.0,0.0,0.0,32.0
1804399,2008,12,14,7,814.0,732,1025.0,1009,6033,131.0,157.0,120.0,16.0,42.0,SEA,LAX,954,5.0,6.0,16.0,0.0,0.0,0.0,0.0
1804401,2008,12,16,2,819.0,733,1100.0,1010,6033,161.0,157.0,132.0,50.0,46.0,SEA,LAX,954,7.0,22.0,46.0,0.0,4.0,0.0,0.0
1804595,2008,12,12,5,1920.0,1849,2225.0,2130,6053,185.0,161.0,118.0,55.0,31.0,SEA,LAX,954,4.0,63.0,7.0,0.0,24.0,0.0,24.0
1804597,2008,12,17,3,1903.0,1849,2148.0,2130,6053,165.0,161.0,123.0,18.0,14.0,SEA,LAX,954,14.0,28.0,14.0,0.0,4.0,0.0,0.0
1805121,2008,12,26,5,1226.0,1152,1509.0,1429,6105,163.0,157.0,113.0,40.0,34.0,SEA,LAX,954,8.0,42.0,7.0,0.0,6.0,0.0,27.0
1805122,2008,12,21,7,1351.0,1152,1654.0,1429,6105,183.0,157.0,129.0,145.0,119.0,SEA,LAX,954,10.0,44.0,0.0,87.0,26.0,0.0,32.0
1805124,2008,12,23,2,1236.0,1152,1453.0,1429,6105,137.0,157.0,109.0,24.0,44.0,SEA,LAX,954,6.0,22.0,0.0,0.0,0.0,0.0,24.0
1805125,2008,12,24,3,1207.0,1152,1446.0,1429,6105,159.0,157.0,128.0,17.0,15.0,SEA,LAX,954,8.0,23.0,9.0,0.0,2.0,0.0,6.0
1805126,2008,12,22,1,1223.0,1152,1455.0,1429,6105,152.0,157.0,125.0,26.0,31.0,SEA,LAX,954,11.0,16.0,11.0,0.0,0.0,0.0,15.0
1810081,2008,12,23,2,1627.0,600,1823.0,812,31,116.0,132.0,94.0,611.0,627.0,SEA,SFO,679,8.0,14.0,611.0,0.0,0.0,0.0,0.0
1810082,2008,12,24,3,611.0,600,836.0,812,31,145.0,132.0,103.0,24.0,11.0,SEA,SFO,679,5.0,37.0,0.0,11.0,13.0,0.0,0.0
1810083,2008,12,29,1,612.0,600,832.0,812,31,140.0,132.0,120.0,20.0,12.0,SEA,SFO,679,5.0,15.0,12.0,0.0,8.0,0.0,0.0
1810262,2008,12,1,1,1205.0,1151,1436.0,1359,55,151.0,128.0,119.0,37.0,14.0,SEA,SFO,679,4.0,28.0,0.0,0.0,37.0,0.0,0.0
1810264,2008,12,6,6,1307.0,1158,1504.0,1406,55,117.0,128.0,101.0,58.0,69.0,SEA,SFO,679,5.0,11.0,0.0,0.0,0.0,0.0,58.0
1810265,2008,12,7,7,1209.0,1151,1542.0,1359,55,213.0,128.0,101.0,103.0,18.0,SEA,SFO,679,8.0,104.0,0.0,0.0,86.0,0.0,17.0
1810266,2008,12,14,7,1250.0,1151,1518.0,1359,55,148.0,128.0,119.0,79.0,59.0,SEA,SFO,679,11.0,18.0,0.0,0.0,79.0,0.0,0.0
1810267,2008,12,15,1,1213.0,1148,1418.0,1356,55,125.0,128.0,97.0,22.0,25.0,SEA,SFO,679,7.0,21.0,0.0,0.0,22.0,0.0,0.0
1810268,2008,12,16,2,1157.0,1148,1422.0,1356,55,145.0,128.0,101.0,26.0,9.0,SEA,SFO,679,3.0,41.0,0.0,0.0,20.0,0.0,6.0
1810270,2008,12,21,7,1011.0,946,1235.0,1204,55,144.0,138.0,118.0,31.0,25.0,SEA,SFO,679,8.0,18.0,0.0,0.0,31.0,0.0,0.0
1810272,2008,12,24,3,952.0,946,1318.0,1204,55,206.0,138.0,107.0,74.0,6.0,SEA,SFO,679,8.0,91.0,0.0,6.0,68.0,0.0,0.0
1810275,2008,12,28,7,1055.0,946,1256.0,1204,55,121.0,138.0,99.0,52.0,69.0,SEA,SFO,679,11.0,11.0,0.0,0.0,0.0,0.0,52.0
1810277,2008,12,30,2,1025.0,946,1245.0,1204,55,140.0,138.0,102.0,41.0,39.0,SEA,SFO,679,9.0,29.0,0.0,0.0,41.0,0.0,0.0
1811524,2008,12,10,3,1454.0,1339,2032.0,1929,200,218.0,230.0,183.0,63.0,75.0,SEA,ORD,1721,7.0,28.0,0.0,0.0,0.0,0.0,63.0
1811525,2008,12,17,3,1426.0,1339,1956.0,1929,200,210.0,230.0,180.0,27.0,47.0,SEA,ORD,1721,17.0,13.0,0.0,0.0,0.0,0.0,27.0
1811526,2008,12,18,4,1646.0,1335,2219.0,1925,200,213.0,230.0,195.0,174.0,191.0,SEA,ORD,1721,5.0,13.0,0.0,118.0,0.0,0.0,56.0
1811527,2008,12,19,5,1448.0,1335,2025.0,1925,200,217.0,230.0,187.0,60.0,73.0,SEA,ORD,1721,14.0,16.0,26.0,0.0,0.0,0.0,34.0
1811529,2008,12,21,7,1513.0,1335,2123.0,1925,200,250.0,230.0,187.0,118.0,98.0,SEA,ORD,1721,25.0,38.0,0.0,17.0,20.0,0.0,81.0
1811530,2008,12,22,1,1651.0,1335,2325.0,1925,200,274.0,230.0,200.0,240.0,196.0,SEA,ORD,1721,15.0,59.0,0.0,17.0,44.0,0.0,179.0
1811531,2008,12,23,2,1410.0,1335,2135.0,1925,200,325.0,230.0,206.0,130.0,35.0,SEA,ORD,1721,26.0,93.0,0.0,0.0,101.0,0.0,29.0
1811532,2008,12,24,3,1659.0,1335,2233.0,1925,200,214.0,230.0,185.0,188.0,204.0,SEA,ORD,1721,12.0,17.0,12.0,0.0,0.0,0.0,176.0
1811533,2008,12,25,4,1520.0,1335,2059.0,1925,200,219.0,230.0,194.0,94.0,105.0,SEA,ORD,1721,6.0,19.0,45.0,0.0,0.0,0.0,49.0
1811534,2008,12,26,5,1412.0,1335,2117.0,1925,200,305.0,230.0,261.0,112.0,37.0,SEA,ORD,1721,26.0,18.0,0.0,32.0,75.0,0.0,5.0
1811535,2008,12,27,6,1353.0,1335,2007.0,1925,200,254.0,230.0,214.0,42.0,18.0,SEA,ORD,1721,10.0,30.0,0.0,0.0,32.0,0.0,10.0
1812082,2008,12,2,2,1529.0,1320,2303.0,2107,260,274.0,287.0,251.0,116.0,129.0,SEA,IAD,2306,5.0,18.0,0.0,0.0,0.0,0.0,116.0
1812085,2008,12,14,7,1341.0,1312,2127.0,2059,260,286.0,287.0,258.0,28.0,29.0,SEA,IAD,2306,5.0,23.0,28.0,0.0,0.0,0.0,0.0
1812088,2008,12,18,4,1603.0,1320,2334.0,2107,260,271.0,287.0,245.0,147.0,163.0,SEA,IAD,2306,6.0,20.0,0.0,118.0,0.0,0.0,29.0
1812089,2008,12,19,5,1425.0,1320,2139.0,2107,260,254.0,287.0,235.0,32.0,65.0,SEA,IAD,2306,4.0,15.0,3.0,0.0,0.0,0.0,29.0
1812091,2008,12,21,7,1609.0,1320,2334.0,2107,260,265.0,287.0,238.0,147.0,169.0,SEA,IAD,2306,7.0,20.0,0.0,62.0,0.0,0.0,85.0
1812092,2008,12,22,1,1352.0,1320,2207.0,2107,260,315.0,287.0,262.0,60.0,32.0,SEA,IAD,2306,6.0,47.0,0.0,22.0,28.0,0.0,10.0
1812093,2008,12,25,4,1405.0,1320,2135.0,2107,260,270.0,287.0,248.0,28.0,45.0,SEA,IAD,2306,6.0,16.0,28.0,0.0,0.0,0.0,0.0
1812094,2008,12,26,5,1557.0,1320,2327.0,2107,260,270.0,287.0,251.0,140.0,157.0,SEA,IAD,2306,5.0,14.0,98.0,0.0,0.0,0.0,42.0
1812111,2008,12,22,1,2334.0,2302,724.0,653,262,290.0,291.0,263.0,31.0,32.0,SEA,IAD,2306,6.0,21.0,18.0,0.0,0.0,0.0,13.0
1812942,2008,12,1,1,1134.0,1125,1730.0,1715,352,236.0,230.0,205.0,15.0,9.0,SEA,ORD,1721,14.0,17.0,0.0,0.0,8.0,0.0,7.0
1812943,2008,12,3,3,1144.0,1125,1732.0,1715,352,228.0,230.0,200.0,17.0,19.0,SEA,ORD,1721,14.0,14.0,0.0,0.0,1.0,0.0,16.0
1812944,2008,12,4,4,1209.0,1125,1807.0,1715,352,238.0,230.0,214.0,52.0,44.0,SEA,ORD,1721,14.0,10.0,0.0,0.0,8.0,0.0,44.0
1812946,2008,12,9,2,1207.0,1125,1840.0,1715,352,273.0,230.0,219.0,85.0,42.0,SEA,ORD,1721,41.0,13.0,0.0,0.0,50.0,0.0,35.0
1812948,2008,12,14,7,1135.0,1126,1743.0,1719,352,248.0,233.0,216.0,24.0,9.0,SEA,ORD,1721,6.0,26.0,9.0,0.0,15.0,0.0,0.0
1812950,2008,12,17,3,1155.0,1125,1731.0,1715,352,216.0,230.0,194.0,16.0,30.0,SEA,ORD,1721,9.0,13.0,0.0,0.0,0.0,0.0,16.0
1812951,2008,12,18,4,1631.0,1123,2210.0,1713,352,219.0,230.0,198.0,297.0,308.0,SEA,ORD,1721,5.0,16.0,0.0,150.0,0.0,0.0,147.0
1812952,2008,12,19,5,1146.0,1123,1746.0,1713,352,240.0,230.0,194.0,33.0,23.0,SEA,ORD,1721,25.0,21.0,0.0,0.0,16.0,0.0,17.0
1812954,2008,12,21,7,1259.0,1123,1906.0,1713,352,247.0,230.0,203.0,113.0,96.0,SEA,ORD,1721,18.0,26.0,0.0,96.0,17.0,0.0,0.0
1812955,2008,12,22,1,1206.0,1123,1800.0,1713,352,234.0,230.0,193.0,47.0,43.0,SEA,ORD,1721,13.0,28.0,0.0,43.0,4.0,0.0,0.0
1812956,2008,12,24,3,1317.0,1123,1926.0,1713,352,249.0,230.0,192.0,133.0,114.0,SEA,ORD,1721,17.0,40.0,0.0,0.0,30.0,0.0,103.0
